C	area	id	hourly
	VARIABLES	BEGIN	END
	58	1	8736

C	hourly				OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	BALANCE	BALANCE	LOAD	LOAD	H. ROR	H. ROR	WIND	WIND	SOLAR	SOLAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	COAL	COAL	GAS	GAS	OIL	OIL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. PUMP	H. PUMP	H. LEV	H. LEV	H. INFL	H. INFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	AVL DTG	AVL DTG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	NP COST	NP COST	NODU	NODU
					Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	MWh	MWh	%	%	Euro/MWh	Euro/MWh	Euro	Euro	MWh	MWh	MWh	MWh	Hours	Hours	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	 	 
	index	day	month	hour	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max	min	max
	78	04	JAN	05:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	8	1	4	1	1	1	7
	79	04	JAN	06:00	1	2	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	2	1	8	1	4	1	1	1	7
	80	04	JAN	07:00	1	2	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	2	1	9	1	4	1	1	1	7
	81	04	JAN	08:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	2	1	8	1	4	1	1	1	7
	82	04	JAN	09:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	7
	83	04	JAN	10:00	1	2	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	6	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	3	1	4	1	1	1	7
	84	04	JAN	11:00	1	2	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	2	1	9	1	4	1	1	1	7
	85	04	JAN	12:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	2	1	8	1	4	1	1	1	7
	86	04	JAN	13:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	8	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	7
	87	04	JAN	14:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	9	1	4	1	1	1	7
	88	04	JAN	15:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	8	1	1	1	7
	89	04	JAN	16:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	6	1	8	1	1	1	7
	90	04	JAN	17:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	8	1	1	1	7
	91	04	JAN	18:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	7
	92	04	JAN	19:00	1	7	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	7
	93	04	JAN	20:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	2
	94	04	JAN	21:00	1	7	1	7	1	1	4	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	2
	95	04	JAN	22:00	1	7	1	7	1	1	9	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	8	1	4	1	1	1	2
	96	04	JAN	23:00	1	7	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	2	1	4	1	4	1	1	1	2
	97	05	JAN	00:00	1	2	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	98	05	JAN	01:00	1	7	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	6	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	99	05	JAN	02:00	1	3	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	100	05	JAN	03:00	1	3	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	101	05	JAN	04:00	1	3	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	102	05	JAN	05:00	1	3	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	6	1	4	1	1	1	2
	103	05	JAN	06:00	1	3	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	104	05	JAN	07:00	1	7	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	105	05	JAN	08:00	1	3	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	9	1	1	1	4	1	4	1	1	1	2	1	9	1	1	1	1	1	1	9	8	1	9	1	8	1	1	1	2
	106	05	JAN	09:00	1	7	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	107	05	JAN	10:00	1	2	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	6	1	8	1	1	1	2
	108	05	JAN	11:00	1	2	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	109	05	JAN	12:00	1	2	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	110	05	JAN	13:00	1	2	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	111	05	JAN	14:00	1	2	1	7	1	1	1	7	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	112	05	JAN	15:00	1	7	1	7	1	1	1	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	7
	113	05	JAN	16:00	1	7	1	7	1	1	1	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	9	1	1	1	4	1	4	1	1	1	2	1	9	1	1	1	1	1	1	9	8	1	9	1	4	1	1	1	7
	114	05	JAN	17:00	1	2	1	7	1	1	1	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	115	05	JAN	18:00	1	2	1	7	1	1	1	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	116	05	JAN	19:00	1	2	1	7	1	1	1	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	117	05	JAN	20:00	1	2	1	7	1	1	9	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	6	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	118	05	JAN	21:00	1	2	1	6	1	1	9	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	6	1	3	1	1	1	7	1	1	1	4	1	4	1	1	1	2	1	7	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	119	05	JAN	22:00	1	2	1	7	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	3	1	4	1	1	1	2
	120	05	JAN	23:00	1	2	1	7	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	121	06	JAN	00:00	1	2	1	6	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	122	06	JAN	01:00	1	2	1	6	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	123	06	JAN	02:00	1	6	1	9	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	124	06	JAN	03:00	1	6	1	9	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	125	06	JAN	04:00	1	2	1	9	1	1	3	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	126	06	JAN	05:00	1	6	1	9	1	1	3	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	127	06	JAN	06:00	1	6	1	9	1	1	3	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	2	1	1	1	4	1	4	1	1	1	2	1	2	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	128	06	JAN	07:00	1	2	1	9	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	129	06	JAN	08:00	1	2	1	9	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	130	06	JAN	09:00	1	6	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	2	1	1	1	4	1	4	1	1	1	2	1	2	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	131	06	JAN	10:00	1	2	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	132	06	JAN	11:00	1	2	1	9	1	1	4	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	133	06	JAN	12:00	1	2	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	134	06	JAN	13:00	1	2	1	9	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	135	06	JAN	14:00	1	7	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	7	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	136	06	JAN	15:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	9	8	1	4	1	8	1	1	1	2
	137	06	JAN	16:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	138	06	JAN	17:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	139	06	JAN	18:00	1	7	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	140	06	JAN	19:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	141	06	JAN	20:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	8	1	4	1	1	1	2
	142	06	JAN	21:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	9	8	1	4	1	4	1	1	1	2
	143	06	JAN	22:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	9	8	1	3	1	4	1	1	1	2
	144	06	JAN	23:00	1	2	1	7	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	9	1	1	1	4	1	4	1	1	1	2	1	9	1	1	1	1	1	1	9	8	1	8	1	8	1	1	1	2
	145	07	JAN	00:00	1	6	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	7	8	1	8	1	8	1	1	1	2
	146	07	JAN	01:00	1	2	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	147	07	JAN	02:00	1	6	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	148	07	JAN	03:00	1	2	1	9	1	1	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	149	07	JAN	04:00	1	6	1	9	1	1	4	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	7	8	1	8	1	4	1	1	1	2
	150	07	JAN	05:00	1	6	1	9	1	1	4	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	9	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	7	8	1	8	1	4	1	1	1	2
	151	07	JAN	06:00	1	2	1	9	1	1	4	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	152	07	JAN	07:00	1	6	1	9	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	153	07	JAN	08:00	1	6	1	9	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	7	8	1	8	1	4	1	1	1	2
	154	07	JAN	09:00	1	6	1	9	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	155	07	JAN	10:00	1	2	1	9	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	156	07	JAN	11:00	1	6	1	9	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	4	1	4	1	1	1	2	1	1	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	157	07	JAN	12:00	1	6	1	6	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	158	07	JAN	13:00	1	6	1	6	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	159	07	JAN	14:00	1	2	1	9	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	160	07	JAN	15:00	1	2	1	7	1	1	9	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	161	07	JAN	16:00	1	6	1	7	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	6	1	1	1	3	1	1	1	4	1	4	1	1	1	2	1	3	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	162	07	JAN	17:00	1	2	1	7	1	1	1	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	163	07	JAN	18:00	1	3	1	7	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	164	07	JAN	19:00	1	2	1	7	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	165	07	JAN	20:00	1	2	1	7	1	1	1	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	4	1	4	1	1	1	2	1	6	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	166	07	JAN	21:00	1	3	1	7	1	1	1	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	9	1	1	1	4	1	4	1	1	1	2	1	2	1	1	1	1	1	1	7	8	1	9	1	4	1	1	1	2
	167	07	JAN	22:00	1	7	1	7	1	1	9	6	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	7	1	3	1	1	1	4	1	1	1	4	1	4	1	1	1	2	1	4	1	1	1	1	1	1	7	8	1	4	1	4	1	1	1	2
	168	07	JAN	23:00	1	6	1	7	1	1	1	5	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	8	1	1	1	4	1	4	1	1	1	2	1	8	1	1	1	1	1	1	7	8	1	8	1	4	1	1	1	2
	169	08	JAN	00:00	4	6	3	6	1	1	9	6	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	6	1	3	1	1	2	4	1	1	8	4	3	4	1	1	4	1	2	1	1	1	1	1	1	1	4	8	6	1	6	8	1	1	1	6
	170	08	JAN	01:00	4	6	3	6	1	1	9	6	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	4	6	1	1	1	4	1	1	8	4	3	4	1	1	4	1	1	5	1	1	1	1	1	1	4	8	6	8	6	8	1	1	1	8
	171	08	JAN	02:00	4	6	3	6	1	1	9	6	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	8	6	1	1	1	4	1	1	8	4	3	4	1	1	4	1	1	5	1	1	1	1	1	1	4	8	6	8	6	8	1	1	1	8
	172	08	JAN	03:00	1	6	3	9	1	1	9	6	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	6	1	1	1	5	1	1	8	4	3	4	1	1	4	1	1	5	1	1	1	1	1	1	4	8	6	5	6	8	1	1	1	8
	173	08	JAN	04:00	1	6	3	9	1	1	9	5	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	6	1	1	2	1	1	1	8	4	3	4	1	1	4	1	2	1	1	1	1	1	1	1	4	8	6	1	6	8	1	1	1	8
	174	08	JAN	05:00	8	6	3	9	1	1	9	6	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	8	6	1	1	1	5	1	1	8	4	3	4	1	1	4	1	1	5	1	1	1	1	1	1	4	8	6	8	6	8	1	1	1	8
	175	08	JAN	06:00	1	6	3	9	1	1	9	7	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	7	1	1	2	1	1	1	8	4	3	4	1	1	4	1	2	1	1	1	1	1	1	1	4	8	7	1	7	8	1	1	1	8
	176	08	JAN	07:00	9	6	3	9	1	1	9	7	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	9	7	1	1	1	9	1	1	8	4	3	4	1	1	4	1	1	8	1	1	1	1	1	1	4	8	7	8	7	8	1	1	1	8
	177	08	JAN	08:00	1	7	3	9	1	1	1	7	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	7	1	1	1	1	1	1	8	4	3	4	1	1	4	1	1	1	1	1	1	1	1	1	4	8	7	8	7	8	1	1	1	8
	178	08	JAN	09:00	1	6	3	9	1	1	1	5	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	6	1	1	2	1	1	1	8	4	3	4	1	1	4	1	2	1	1	1	1	1	1	1	4	8	7	1	7	8	1	1	1	8
	179	08	JAN	10:00	1	6	3	9	1	1	1	7	3	4	1	1	1	1	1	1	3	8	1	1	1	1	1	1	1	6	1	1	2	5	1	1	8	4	3	4	1	1	4	1	2	5	1	1	1	1	1	1	4	8	7	1	7	8	1	1	1	8
